customer_id,first_order_date,acquisition_channel,first_order_month,Second Order Date,Days to 2nd Purchase,Repeat Bucket,Repeat Bucket Sort
9730,"Friday, 8 March 2024",Paid Social,2024-03,14/05/2025 00:00:00,432,90+ days,6
9803,"Sunday, 10 March 2024",Paid Social,2024-03,14/12/2025 00:00:00,644,90+ days,6
9837,"Saturday, 23 March 2024",Paid Social,2024-03,12/11/2025 00:00:00,599,90+ days,6
9855,"Friday, 8 March 2024",Paid Social,2024-03,26/11/2025 00:00:00,628,90+ days,6
10063,"Friday, 1 March 2024",Paid Social,2024-03,26/05/2025 00:00:00,451,90+ days,6
10126,"Wednesday, 27 March 2024",Paid Social,2024-03,13/01/2025 00:00:00,292,90+ days,6
10160,"Saturday, 2 March 2024",Paid Social,2024-03,24/05/2025 00:00:00,448,90+ days,6
10419,"Saturday, 30 March 2024",Paid Social,2024-03,27/10/2025 00:00:00,576,90+ days,6
10468,"Saturday, 9 March 2024",Paid Social,2024-03,18/07/2025 00:00:00,496,90+ days,6
10565,"Sunday, 31 March 2024",Paid Social,2024-03,31/05/2025 00:00:00,426,90+ days,6
10706,"Tuesday, 12 March 2024",Paid Social,2024-03,07/11/2025 00:00:00,605,90+ days,6
10740,"Saturday, 2 March 2024",Paid Social,2024-03,05/04/2025 00:00:00,399,90+ days,6
10844,"Sunday, 10 March 2024",Paid Social,2024-03,18/02/2025 00:00:00,345,90+ days,6
10848,"Friday, 15 March 2024",Paid Social,2024-03,30/09/2025 00:00:00,564,90+ days,6
10937,"Saturday, 16 March 2024",Paid Social,2024-03,14/06/2025 00:00:00,455,90+ days,6
11040,"Thursday, 14 March 2024",Paid Social,2024-03,16/11/2025 00:00:00,612,90+ days,6
11096,"Sunday, 3 March 2024",Paid Social,2024-03,24/04/2025 00:00:00,417,90+ days,6
11318,"Sunday, 10 March 2024",Paid Social,2024-03,09/11/2025 00:00:00,609,90+ days,6
11441,"Saturday, 30 March 2024",Paid Social,2024-03,04/11/2025 00:00:00,584,90+ days,6
11447,"Sunday, 24 March 2024",Paid Social,2024-03,06/07/2025 00:00:00,469,90+ days,6
11586,"Sunday, 3 March 2024",Paid Social,2024-03,21/11/2025 00:00:00,628,90+ days,6
11596,"Monday, 4 March 2024",Paid Social,2024-03,22/04/2025 00:00:00,414,90+ days,6
11668,"Friday, 8 March 2024",Paid Social,2024-03,15/10/2025 00:00:00,586,90+ days,6
11688,"Wednesday, 27 March 2024",Paid Social,2024-03,13/08/2025 00:00:00,504,90+ days,6
11725,"Friday, 8 March 2024",Paid Social,2024-03,20/09/2025 00:00:00,561,90+ days,6
11871,"Thursday, 21 March 2024",Paid Social,2024-03,22/09/2025 00:00:00,550,90+ days,6
12122,"Sunday, 24 March 2024",Paid Social,2024-03,19/03/2025 00:00:00,360,90+ days,6
12180,"Tuesday, 12 March 2024",Paid Social,2024-03,10/04/2025 00:00:00,394,90+ days,6
12216,"Saturday, 9 March 2024",Paid Social,2024-03,22/01/2025 00:00:00,319,90+ days,6
12620,"Tuesday, 19 March 2024",Paid Social,2024-03,26/08/2025 00:00:00,525,90+ days,6
12629,"Monday, 18 March 2024",Paid Social,2024-03,06/11/2025 00:00:00,598,90+ days,6
12683,"Friday, 1 March 2024",Paid Social,2024-03,06/04/2025 00:00:00,401,90+ days,6
12784,"Saturday, 2 March 2024",Paid Social,2024-03,24/07/2025 00:00:00,509,90+ days,6
12819,"Tuesday, 5 March 2024",Paid Social,2024-03,24/12/2025 00:00:00,659,90+ days,6
12829,"Wednesday, 20 March 2024",Paid Social,2024-03,13/12/2025 00:00:00,633,90+ days,6
12957,"Saturday, 30 March 2024",Paid Social,2024-03,09/06/2025 00:00:00,436,90+ days,6
12981,"Sunday, 31 March 2024",Paid Social,2024-03,31/08/2025 00:00:00,518,90+ days,6
13192,"Friday, 22 March 2024",Paid Social,2024-03,26/07/2025 00:00:00,491,90+ days,6
13275,"Wednesday, 27 March 2024",Paid Social,2024-03,02/08/2025 00:00:00,493,90+ days,6
13348,"Tuesday, 12 March 2024",Paid Social,2024-03,31/01/2025 00:00:00,325,90+ days,6
13378,"Tuesday, 26 March 2024",Paid Social,2024-03,05/06/2025 00:00:00,436,90+ days,6
307,"Saturday, 7 September 2024",Paid Social,2024-09,18/01/2025 00:00:00,133,90+ days,6
500,"Wednesday, 25 September 2024",Paid Social,2024-09,07/12/2025 00:00:00,438,90+ days,6
562,"Monday, 30 September 2024",Paid Social,2024-09,31/12/2025 00:00:00,457,90+ days,6
568,"Saturday, 21 September 2024",Paid Social,2024-09,07/04/2025 00:00:00,198,90+ days,6
579,"Thursday, 12 September 2024",Paid Social,2024-09,17/02/2025 00:00:00,158,90+ days,6
612,"Monday, 9 September 2024",Paid Social,2024-09,13/08/2025 00:00:00,338,90+ days,6
692,"Sunday, 22 September 2024",Paid Social,2024-09,11/09/2025 00:00:00,354,90+ days,6
834,"Sunday, 22 September 2024",Paid Social,2024-09,12/04/2025 00:00:00,202,90+ days,6
934,"Monday, 16 September 2024",Paid Social,2024-09,29/12/2025 00:00:00,469,90+ days,6
1007,"Sunday, 1 September 2024",Paid Social,2024-09,19/03/2025 00:00:00,199,90+ days,6
1117,"Saturday, 14 September 2024",Paid Social,2024-09,10/12/2025 00:00:00,452,90+ days,6
1165,"Monday, 23 September 2024",Paid Social,2024-09,11/02/2025 00:00:00,141,90+ days,6
1243,"Tuesday, 24 September 2024",Paid Social,2024-09,28/11/2025 00:00:00,430,90+ days,6
1247,"Sunday, 29 September 2024",Paid Social,2024-09,24/09/2025 00:00:00,360,90+ days,6
1496,"Monday, 9 September 2024",Paid Social,2024-09,22/04/2025 00:00:00,225,90+ days,6
1530,"Sunday, 29 September 2024",Paid Social,2024-09,25/08/2025 00:00:00,330,90+ days,6
1534,"Thursday, 5 September 2024",Paid Social,2024-09,20/12/2025 00:00:00,471,90+ days,6
1630,"Sunday, 8 September 2024",Paid Social,2024-09,02/02/2025 00:00:00,147,90+ days,6
1717,"Wednesday, 11 September 2024",Paid Social,2024-09,04/04/2025 00:00:00,205,90+ days,6
1815,"Monday, 2 September 2024",Paid Social,2024-09,15/03/2025 00:00:00,194,90+ days,6
1910,"Sunday, 29 September 2024",Paid Social,2024-09,23/07/2025 00:00:00,297,90+ days,6
1935,"Wednesday, 18 September 2024",Paid Social,2024-09,26/07/2025 00:00:00,311,90+ days,6
1940,"Monday, 9 September 2024",Paid Social,2024-09,06/06/2025 00:00:00,270,90+ days,6
1981,"Monday, 9 September 2024",Paid Social,2024-09,16/11/2025 00:00:00,433,90+ days,6
2164,"Monday, 30 September 2024",Paid Social,2024-09,17/07/2025 00:00:00,290,90+ days,6
2208,"Monday, 2 September 2024",Paid Social,2024-09,16/07/2025 00:00:00,317,90+ days,6
2219,"Wednesday, 18 September 2024",Paid Social,2024-09,07/02/2025 00:00:00,142,90+ days,6
2235,"Saturday, 7 September 2024",Paid Social,2024-09,21/04/2025 00:00:00,226,90+ days,6
2246,"Saturday, 7 September 2024",Paid Social,2024-09,12/06/2025 00:00:00,278,90+ days,6
2377,"Sunday, 22 September 2024",Paid Social,2024-09,26/09/2025 00:00:00,369,90+ days,6
2664,"Tuesday, 17 September 2024",Paid Social,2024-09,06/04/2025 00:00:00,201,90+ days,6
2692,"Monday, 2 September 2024",Paid Social,2024-09,12/11/2025 00:00:00,436,90+ days,6
2745,"Saturday, 21 September 2024",Paid Social,2024-09,12/12/2025 00:00:00,447,90+ days,6
2842,"Wednesday, 4 September 2024",Paid Social,2024-09,30/05/2025 00:00:00,268,90+ days,6
2856,"Monday, 30 September 2024",Paid Social,2024-09,19/12/2025 00:00:00,445,90+ days,6
2924,"Saturday, 28 September 2024",Paid Social,2024-09,23/11/2025 00:00:00,421,90+ days,6
2925,"Tuesday, 17 September 2024",Paid Social,2024-09,14/04/2025 00:00:00,209,90+ days,6
2973,"Wednesday, 11 September 2024",Paid Social,2024-09,07/05/2025 00:00:00,238,90+ days,6
3078,"Saturday, 21 September 2024",Paid Social,2024-09,30/10/2025 00:00:00,404,90+ days,6
3158,"Sunday, 29 September 2024",Paid Social,2024-09,11/12/2025 00:00:00,438,90+ days,6
3183,"Thursday, 19 September 2024",Paid Social,2024-09,29/09/2025 00:00:00,375,90+ days,6
3224,"Wednesday, 11 September 2024",Paid Social,2024-09,29/11/2025 00:00:00,444,90+ days,6
3351,"Saturday, 14 September 2024",Paid Social,2024-09,01/11/2025 00:00:00,413,90+ days,6
3637,"Tuesday, 10 September 2024",Paid Social,2024-09,23/05/2025 00:00:00,255,90+ days,6
3723,"Tuesday, 24 September 2024",Paid Social,2024-09,12/10/2025 00:00:00,383,90+ days,6
4044,"Saturday, 21 September 2024",Paid Social,2024-09,13/06/2025 00:00:00,265,90+ days,6
4129,"Tuesday, 10 September 2024",Paid Social,2024-09,03/09/2025 00:00:00,358,90+ days,6
4144,"Tuesday, 24 September 2024",Paid Social,2024-09,03/04/2025 00:00:00,191,90+ days,6
4199,"Tuesday, 17 September 2024",Paid Social,2024-09,09/09/2025 00:00:00,357,90+ days,6
4233,"Monday, 30 September 2024",Paid Social,2024-09,30/09/2025 00:00:00,365,90+ days,6
4272,"Monday, 30 September 2024",Paid Social,2024-09,29/10/2025 00:00:00,394,90+ days,6
4527,"Saturday, 21 September 2024",Paid Social,2024-09,06/09/2025 00:00:00,350,90+ days,6
4694,"Saturday, 7 September 2024",Paid Social,2024-09,24/11/2025 00:00:00,443,90+ days,6
4923,"Tuesday, 17 September 2024",Paid Social,2024-09,02/04/2025 00:00:00,197,90+ days,6
4994,"Tuesday, 3 September 2024",Paid Social,2024-09,08/11/2025 00:00:00,431,90+ days,6
5107,"Monday, 2 September 2024",Paid Social,2024-09,22/08/2025 00:00:00,354,90+ days,6
5150,"Sunday, 22 September 2024",Paid Social,2024-09,27/09/2025 00:00:00,370,90+ days,6
5231,"Friday, 6 September 2024",Paid Social,2024-09,05/02/2025 00:00:00,152,90+ days,6
5311,"Monday, 30 September 2024",Paid Social,2024-09,14/04/2025 00:00:00,196,90+ days,6
5422,"Sunday, 8 September 2024",Paid Social,2024-09,15/10/2025 00:00:00,402,90+ days,6
5498,"Wednesday, 11 September 2024",Paid Social,2024-09,08/12/2025 00:00:00,453,90+ days,6
5611,"Sunday, 1 September 2024",Paid Social,2024-09,26/03/2025 00:00:00,206,90+ days,6
5627,"Tuesday, 17 September 2024",Paid Social,2024-09,13/06/2025 00:00:00,269,90+ days,6
5802,"Tuesday, 10 September 2024",Paid Social,2024-09,16/08/2025 00:00:00,340,90+ days,6
6197,"Wednesday, 18 September 2024",Paid Social,2024-09,16/09/2025 00:00:00,363,90+ days,6
6434,"Monday, 2 September 2024",Paid Social,2024-09,20/10/2025 00:00:00,413,90+ days,6
6440,"Friday, 13 September 2024",Paid Social,2024-09,28/09/2025 00:00:00,380,90+ days,6
6668,"Tuesday, 24 September 2024",Paid Social,2024-09,17/09/2025 00:00:00,358,90+ days,6
6687,"Tuesday, 10 September 2024",Paid Social,2024-09,08/12/2025 00:00:00,454,90+ days,6
6703,"Saturday, 28 September 2024",Paid Social,2024-09,07/11/2025 00:00:00,405,90+ days,6
6785,"Wednesday, 4 September 2024",Paid Social,2024-09,18/02/2025 00:00:00,167,90+ days,6
6820,"Monday, 23 September 2024",Paid Social,2024-09,30/04/2025 00:00:00,219,90+ days,6
6829,"Saturday, 14 September 2024",Paid Social,2024-09,02/12/2025 00:00:00,444,90+ days,6
6880,"Wednesday, 25 September 2024",Paid Social,2024-09,18/02/2025 00:00:00,146,90+ days,6
6885,"Sunday, 15 September 2024",Paid Social,2024-09,03/01/2025 00:00:00,110,90+ days,6
6964,"Wednesday, 4 September 2024",Paid Social,2024-09,16/04/2025 00:00:00,224,90+ days,6
7052,"Tuesday, 24 September 2024",Paid Social,2024-09,23/05/2025 00:00:00,241,90+ days,6
7146,"Wednesday, 18 September 2024",Paid Social,2024-09,09/03/2025 00:00:00,172,90+ days,6
7169,"Sunday, 22 September 2024",Paid Social,2024-09,01/12/2025 00:00:00,435,90+ days,6
7393,"Thursday, 26 September 2024",Paid Social,2024-09,28/01/2025 00:00:00,124,90+ days,6
7502,"Tuesday, 17 September 2024",Paid Social,2024-09,29/09/2025 00:00:00,377,90+ days,6
7631,"Tuesday, 24 September 2024",Paid Social,2024-09,18/08/2025 00:00:00,328,90+ days,6
7664,"Wednesday, 18 September 2024",Paid Social,2024-09,27/12/2025 00:00:00,465,90+ days,6
7685,"Wednesday, 4 September 2024",Paid Social,2024-09,19/03/2025 00:00:00,196,90+ days,6
7687,"Thursday, 26 September 2024",Paid Social,2024-09,10/08/2025 00:00:00,318,90+ days,6
7704,"Sunday, 22 September 2024",Paid Social,2024-09,26/09/2025 00:00:00,369,90+ days,6
7754,"Monday, 30 September 2024",Paid Social,2024-09,15/11/2025 00:00:00,411,90+ days,6
7814,"Monday, 30 September 2024",Paid Social,2024-09,02/11/2025 00:00:00,398,90+ days,6
7816,"Wednesday, 18 September 2024",Paid Social,2024-09,23/10/2025 00:00:00,400,90+ days,6
7843,"Monday, 16 September 2024",Paid Social,2024-09,22/05/2025 00:00:00,248,90+ days,6
7915,"Friday, 27 September 2024",Paid Social,2024-09,01/02/2025 00:00:00,127,90+ days,6
7934,"Saturday, 7 September 2024",Paid Social,2024-09,10/10/2025 00:00:00,398,90+ days,6
7958,"Friday, 20 September 2024",Paid Social,2024-09,24/01/2025 00:00:00,126,90+ days,6
8016,"Saturday, 14 September 2024",Paid Social,2024-09,29/06/2025 00:00:00,288,90+ days,6
8050,"Tuesday, 17 September 2024",Paid Social,2024-09,21/07/2025 00:00:00,307,90+ days,6
8143,"Sunday, 8 September 2024",Paid Social,2024-09,20/01/2025 00:00:00,134,90+ days,6
8170,"Sunday, 22 September 2024",Paid Social,2024-09,28/11/2025 00:00:00,432,90+ days,6
8174,"Tuesday, 24 September 2024",Paid Social,2024-09,11/12/2025 00:00:00,443,90+ days,6
8361,"Sunday, 8 September 2024",Paid Social,2024-09,11/12/2025 00:00:00,459,90+ days,6
8382,"Thursday, 26 September 2024",Paid Social,2024-09,15/06/2025 00:00:00,262,90+ days,6
8474,"Wednesday, 25 September 2024",Paid Social,2024-09,30/07/2025 00:00:00,308,90+ days,6
8580,"Saturday, 14 September 2024",Paid Social,2024-09,25/12/2025 00:00:00,467,90+ days,6
8625,"Friday, 6 September 2024",Paid Social,2024-09,18/05/2025 00:00:00,254,90+ days,6
8686,"Wednesday, 11 September 2024",Paid Social,2024-09,23/04/2025 00:00:00,224,90+ days,6
8716,"Thursday, 26 September 2024",Paid Social,2024-09,16/06/2025 00:00:00,263,90+ days,6
8802,"Saturday, 28 September 2024",Paid Social,2024-09,19/07/2025 00:00:00,294,90+ days,6
8903,"Tuesday, 10 September 2024",Paid Social,2024-09,13/12/2025 00:00:00,459,90+ days,6
9003,"Sunday, 8 September 2024",Paid Social,2024-09,29/01/2025 00:00:00,143,90+ days,6
9096,"Saturday, 28 September 2024",Paid Social,2024-09,15/06/2025 00:00:00,260,90+ days,6
9396,"Sunday, 1 September 2024",Paid Social,2024-09,15/09/2025 00:00:00,379,90+ days,6
9552,"Sunday, 22 September 2024",Paid Social,2024-09,13/01/2025 00:00:00,113,90+ days,6
9586,"Sunday, 15 September 2024",Paid Social,2024-09,27/10/2025 00:00:00,407,90+ days,6
9783,"Tuesday, 3 September 2024",Paid Social,2024-09,30/06/2025 00:00:00,300,90+ days,6
9795,"Friday, 13 September 2024",Paid Social,2024-09,24/11/2025 00:00:00,437,90+ days,6
9827,"Monday, 23 September 2024",Paid Social,2024-09,15/07/2025 00:00:00,295,90+ days,6
9948,"Sunday, 15 September 2024",Paid Social,2024-09,23/05/2025 00:00:00,250,90+ days,6
9976,"Wednesday, 18 September 2024",Paid Social,2024-09,24/06/2025 00:00:00,279,90+ days,6
10048,"Friday, 6 September 2024",Paid Social,2024-09,15/02/2025 00:00:00,162,90+ days,6
10080,"Friday, 6 September 2024",Paid Social,2024-09,17/01/2025 00:00:00,133,90+ days,6
10091,"Thursday, 12 September 2024",Paid Social,2024-09,16/05/2025 00:00:00,246,90+ days,6
10221,"Friday, 13 September 2024",Paid Social,2024-09,29/03/2025 00:00:00,197,90+ days,6
10225,"Thursday, 19 September 2024",Paid Social,2024-09,02/08/2025 00:00:00,317,90+ days,6
10240,"Friday, 20 September 2024",Paid Social,2024-09,20/12/2025 00:00:00,456,90+ days,6
10254,"Sunday, 15 September 2024",Paid Social,2024-09,03/07/2025 00:00:00,291,90+ days,6
10259,"Tuesday, 24 September 2024",Paid Social,2024-09,23/05/2025 00:00:00,241,90+ days,6
10278,"Tuesday, 10 September 2024",Paid Social,2024-09,28/12/2025 00:00:00,474,90+ days,6
10413,"Wednesday, 4 September 2024",Paid Social,2024-09,16/02/2025 00:00:00,165,90+ days,6
10509,"Friday, 20 September 2024",Paid Social,2024-09,01/11/2025 00:00:00,407,90+ days,6
11006,"Friday, 20 September 2024",Paid Social,2024-09,30/07/2025 00:00:00,313,90+ days,6
11153,"Sunday, 29 September 2024",Paid Social,2024-09,06/12/2025 00:00:00,433,90+ days,6
11467,"Thursday, 26 September 2024",Paid Social,2024-09,20/08/2025 00:00:00,328,90+ days,6
11513,"Wednesday, 25 September 2024",Paid Social,2024-09,05/11/2025 00:00:00,406,90+ days,6
11521,"Tuesday, 3 September 2024",Paid Social,2024-09,03/10/2025 00:00:00,395,90+ days,6
11539,"Tuesday, 24 September 2024",Paid Social,2024-09,19/06/2025 00:00:00,268,90+ days,6
11600,"Thursday, 5 September 2024",Paid Social,2024-09,21/04/2025 00:00:00,228,90+ days,6
11741,"Tuesday, 10 September 2024",Paid Social,2024-09,13/07/2025 00:00:00,306,90+ days,6
11852,"Wednesday, 11 September 2024",Paid Social,2024-09,11/11/2025 00:00:00,426,90+ days,6
11874,"Sunday, 15 September 2024",Paid Social,2024-09,28/02/2025 00:00:00,166,90+ days,6
11941,"Tuesday, 3 September 2024",Paid Social,2024-09,27/01/2025 00:00:00,146,90+ days,6
11943,"Friday, 13 September 2024",Paid Social,2024-09,11/06/2025 00:00:00,271,90+ days,6
12003,"Sunday, 22 September 2024",Paid Social,2024-09,01/07/2025 00:00:00,282,90+ days,6
12116,"Saturday, 28 September 2024",Paid Social,2024-09,24/03/2025 00:00:00,177,90+ days,6
12185,"Thursday, 5 September 2024",Paid Social,2024-09,26/10/2025 00:00:00,416,90+ days,6
12346,"Wednesday, 11 September 2024",Paid Social,2024-09,29/07/2025 00:00:00,321,90+ days,6
12464,"Saturday, 21 September 2024",Paid Social,2024-09,21/10/2025 00:00:00,395,90+ days,6
12641,"Wednesday, 4 September 2024",Paid Social,2024-09,08/02/2025 00:00:00,157,90+ days,6
12695,"Sunday, 15 September 2024",Paid Social,2024-09,05/11/2025 00:00:00,416,90+ days,6
12800,"Wednesday, 4 September 2024",Paid Social,2024-09,06/01/2025 00:00:00,124,90+ days,6
12827,"Tuesday, 24 September 2024",Paid Social,2024-09,23/02/2025 00:00:00,152,90+ days,6
13054,"Wednesday, 11 September 2024",Paid Social,2024-09,22/01/2025 00:00:00,133,90+ days,6
13214,"Tuesday, 24 September 2024",Paid Social,2024-09,11/08/2025 00:00:00,321,90+ days,6
13240,"Thursday, 26 September 2024",Paid Social,2024-09,19/09/2025 00:00:00,358,90+ days,6
13284,"Tuesday, 24 September 2024",Paid Social,2024-09,09/08/2025 00:00:00,319,90+ days,6
13296,"Friday, 13 September 2024",Paid Social,2024-09,23/11/2025 00:00:00,436,90+ days,6
13344,"Friday, 13 September 2024",Paid Social,2024-09,02/11/2025 00:00:00,415,90+ days,6
13354,"Saturday, 21 September 2024",Paid Social,2024-09,26/11/2025 00:00:00,431,90+ days,6
13421,"Monday, 2 September 2024",Paid Social,2024-09,24/11/2025 00:00:00,448,90+ days,6
13449,"Thursday, 5 September 2024",Paid Social,2024-09,23/09/2025 00:00:00,383,90+ days,6
91,"Friday, 19 July 2024",Paid Social,2024-07,29/08/2025 00:00:00,406,90+ days,6
93,"Tuesday, 30 July 2024",Paid Social,2024-07,04/02/2025 00:00:00,189,90+ days,6
134,"Friday, 19 July 2024",Paid Social,2024-07,02/05/2025 00:00:00,287,90+ days,6
538,"Tuesday, 9 July 2024",Paid Social,2024-07,07/06/2025 00:00:00,333,90+ days,6
678,"Wednesday, 17 July 2024",Paid Social,2024-07,31/07/2025 00:00:00,379,90+ days,6
702,"Sunday, 21 July 2024",Paid Social,2024-07,24/05/2025 00:00:00,307,90+ days,6
886,"Sunday, 7 July 2024",Paid Social,2024-07,16/02/2025 00:00:00,224,90+ days,6
989,"Friday, 5 July 2024",Paid Social,2024-07,09/08/2025 00:00:00,400,90+ days,6
1133,"Tuesday, 30 July 2024",Paid Social,2024-07,01/06/2025 00:00:00,306,90+ days,6
1204,"Thursday, 18 July 2024",Paid Social,2024-07,16/02/2025 00:00:00,213,90+ days,6
1275,"Monday, 8 July 2024",Paid Social,2024-07,29/07/2025 00:00:00,386,90+ days,6
1332,"Friday, 19 July 2024",Paid Social,2024-07,29/11/2025 00:00:00,498,90+ days,6
1419,"Sunday, 21 July 2024",Paid Social,2024-07,05/04/2025 00:00:00,258,90+ days,6
1509,"Wednesday, 17 July 2024",Paid Social,2024-07,03/05/2025 00:00:00,290,90+ days,6
1583,"Thursday, 25 July 2024",Paid Social,2024-07,04/12/2025 00:00:00,497,90+ days,6
1636,"Saturday, 20 July 2024",Paid Social,2024-07,16/01/2025 00:00:00,180,90+ days,6
1700,"Wednesday, 24 July 2024",Paid Social,2024-07,07/04/2025 00:00:00,257,90+ days,6
1851,"Monday, 29 July 2024",Paid Social,2024-07,01/08/2025 00:00:00,368,90+ days,6
1899,"Wednesday, 10 July 2024",Paid Social,2024-07,01/06/2025 00:00:00,326,90+ days,6
2044,"Friday, 19 July 2024",Paid Social,2024-07,11/05/2025 00:00:00,296,90+ days,6
2081,"Saturday, 13 July 2024",Paid Social,2024-07,06/10/2025 00:00:00,450,90+ days,6
2099,"Tuesday, 2 July 2024",Paid Social,2024-07,11/04/2025 00:00:00,283,90+ days,6
2103,"Wednesday, 10 July 2024",Paid Social,2024-07,17/12/2025 00:00:00,525,90+ days,6
2160,"Thursday, 25 July 2024",Paid Social,2024-07,30/12/2025 00:00:00,523,90+ days,6
2194,"Thursday, 11 July 2024",Paid Social,2024-07,07/02/2025 00:00:00,211,90+ days,6
2197,"Tuesday, 16 July 2024",Paid Social,2024-07,06/12/2025 00:00:00,508,90+ days,6
2217,"Sunday, 14 July 2024",Paid Social,2024-07,31/12/2025 00:00:00,535,90+ days,6
2269,"Wednesday, 17 July 2024",Paid Social,2024-07,26/01/2025 00:00:00,193,90+ days,6
2288,"Wednesday, 24 July 2024",Paid Social,2024-07,17/12/2025 00:00:00,511,90+ days,6
2460,"Saturday, 27 July 2024",Paid Social,2024-07,22/01/2025 00:00:00,179,90+ days,6
2564,"Sunday, 28 July 2024",Paid Social,2024-07,28/11/2025 00:00:00,488,90+ days,6
2576,"Sunday, 7 July 2024",Paid Social,2024-07,06/01/2025 00:00:00,183,90+ days,6
2585,"Wednesday, 10 July 2024",Paid Social,2024-07,06/01/2025 00:00:00,180,90+ days,6
2608,"Saturday, 20 July 2024",Paid Social,2024-07,11/11/2025 00:00:00,479,90+ days,6
2662,"Wednesday, 31 July 2024",Paid Social,2024-07,16/01/2025 00:00:00,169,90+ days,6
2752,"Thursday, 18 July 2024",Paid Social,2024-07,22/04/2025 00:00:00,278,90+ days,6
2879,"Sunday, 14 July 2024",Paid Social,2024-07,24/02/2025 00:00:00,225,90+ days,6
2939,"Tuesday, 9 July 2024",Paid Social,2024-07,10/07/2025 00:00:00,366,90+ days,6
3065,"Friday, 12 July 2024",Paid Social,2024-07,23/09/2025 00:00:00,438,90+ days,6
3243,"Friday, 26 July 2024",Paid Social,2024-07,03/05/2025 00:00:00,281,90+ days,6
3312,"Sunday, 14 July 2024",Paid Social,2024-07,05/01/2025 00:00:00,175,90+ days,6
3491,"Friday, 26 July 2024",Paid Social,2024-07,11/10/2025 00:00:00,442,90+ days,6
3700,"Monday, 15 July 2024",Paid Social,2024-07,10/06/2025 00:00:00,330,90+ days,6
3763,"Wednesday, 24 July 2024",Paid Social,2024-07,13/01/2025 00:00:00,173,90+ days,6
3779,"Thursday, 4 July 2024",Paid Social,2024-07,22/12/2025 00:00:00,536,90+ days,6
3927,"Tuesday, 9 July 2024",Paid Social,2024-07,14/01/2025 00:00:00,189,90+ days,6
3943,"Monday, 1 July 2024",Paid Social,2024-07,03/10/2025 00:00:00,459,90+ days,6
3989,"Saturday, 27 July 2024",Paid Social,2024-07,15/02/2025 00:00:00,203,90+ days,6
4026,"Wednesday, 17 July 2024",Paid Social,2024-07,25/11/2025 00:00:00,496,90+ days,6
4087,"Wednesday, 10 July 2024",Paid Social,2024-07,23/12/2025 00:00:00,531,90+ days,6
4377,"Thursday, 18 July 2024",Paid Social,2024-07,22/09/2025 00:00:00,431,90+ days,6
4440,"Thursday, 11 July 2024",Paid Social,2024-07,07/05/2025 00:00:00,300,90+ days,6
4565,"Sunday, 21 July 2024",Paid Social,2024-07,29/11/2025 00:00:00,496,90+ days,6
4729,"Friday, 19 July 2024",Paid Social,2024-07,04/03/2025 00:00:00,228,90+ days,6
4738,"Monday, 15 July 2024",Paid Social,2024-07,24/10/2025 00:00:00,466,90+ days,6
4840,"Saturday, 13 July 2024",Paid Social,2024-07,03/01/2025 00:00:00,174,90+ days,6
4842,"Friday, 5 July 2024",Paid Social,2024-07,20/02/2025 00:00:00,230,90+ days,6
4879,"Monday, 8 July 2024",Paid Social,2024-07,08/02/2025 00:00:00,215,90+ days,6
5128,"Wednesday, 3 July 2024",Paid Social,2024-07,22/07/2025 00:00:00,384,90+ days,6
5218,"Thursday, 4 July 2024",Paid Social,2024-07,19/04/2025 00:00:00,289,90+ days,6
5252,"Wednesday, 10 July 2024",Paid Social,2024-07,30/11/2025 00:00:00,508,90+ days,6
5297,"Sunday, 14 July 2024",Paid Social,2024-07,06/01/2025 00:00:00,176,90+ days,6
5323,"Saturday, 6 July 2024",Paid Social,2024-07,24/10/2025 00:00:00,475,90+ days,6
5370,"Friday, 12 July 2024",Paid Social,2024-07,03/09/2025 00:00:00,418,90+ days,6
5383,"Saturday, 13 July 2024",Paid Social,2024-07,12/08/2025 00:00:00,395,90+ days,6
5559,"Sunday, 28 July 2024",Paid Social,2024-07,11/09/2025 00:00:00,410,90+ days,6
5609,"Tuesday, 30 July 2024",Paid Social,2024-07,08/04/2025 00:00:00,252,90+ days,6
5629,"Wednesday, 17 July 2024",Paid Social,2024-07,22/03/2025 00:00:00,248,90+ days,6
5656,"Monday, 8 July 2024",Paid Social,2024-07,29/11/2025 00:00:00,509,90+ days,6
5739,"Monday, 8 July 2024",Paid Social,2024-07,18/03/2025 00:00:00,253,90+ days,6
5997,"Friday, 26 July 2024",Paid Social,2024-07,02/07/2025 00:00:00,341,90+ days,6
6181,"Saturday, 27 July 2024",Paid Social,2024-07,19/02/2025 00:00:00,207,90+ days,6
6216,"Sunday, 28 July 2024",Paid Social,2024-07,25/06/2025 00:00:00,332,90+ days,6
6436,"Sunday, 21 July 2024",Paid Social,2024-07,28/03/2025 00:00:00,250,90+ days,6
6503,"Saturday, 20 July 2024",Paid Social,2024-07,06/08/2025 00:00:00,382,90+ days,6
6522,"Saturday, 27 July 2024",Paid Social,2024-07,16/03/2025 00:00:00,232,90+ days,6
6541,"Sunday, 14 July 2024",Paid Social,2024-07,10/08/2025 00:00:00,392,90+ days,6
6572,"Monday, 1 July 2024",Paid Social,2024-07,04/01/2025 00:00:00,187,90+ days,6
6593,"Thursday, 18 July 2024",Paid Social,2024-07,03/01/2025 00:00:00,169,90+ days,6
